Kreis	Gemeinde	Typ	Hersteller	Nabenhöhe	Rotordurchmesser	Schallleistung	Leistung	Leistungsbezug	Ostwert	Nordwert	Genehmigt_am	Inbetriebnahme	Status	BST_Nr	ANL_Nr	Datendatum	Datenquelle	Status Art	Leistungseinheit	UTM Zone	Laengengrad_Dezimal	Breitengrad_Dezimal	Laengengrad	Breitenengrad
Nordfriesland	Viöl	REpower 3.2 M 114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	510087	6047886	23082013	28122013	in Betrieb	54144900009	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.57837279083303	9.156054840870112	54:34:42.1	9:9:21.8
Nordfriesland	Viöl	REpower 3.2 M 114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	510411	6048202	23082013	20122013	in Betrieb	54144900009	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.58120612004799	9.161078587141523	54:34:52.3	9:9:39.9
Nordfriesland	Viöl	REpower 3.2 M 114	REpower	93	114	105,2 dB(A)/105,2 dB(A)	3200	kW Nennleist. Rotor.	510596	6047909	23082013	19122013	in Betrieb	54144900009	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.57856908287797	9.16393031727603	54:34:42.8	9:9:50.1
Nordfriesland	Viöl	WKA Enercon E-115 EP3 E3	Enercon	92	115,71	HZ /dB(A) | 63/78,6 | 125/83,8 | 250/86,3 | 500/88 | 1000/89,2 | 2000/90 | 4000/85,1 | 8000/0 | SLP=95,5 dB(A)	4200	kW Nennleist. Rotor.	509443	6047691	6052021		vor Inbetriebnahme	54144900009	0010	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.57663275742855	9.146085358437004	54:34:35.9	9:8:45.9
Nordfriesland	Vollstedt	Enercon E-66/20.70	Enercon	64	70	101,5	2000	kW Nennleist. Rotor.	501879	6053569	5122005	5042007	in Betrieb	54146136705	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62954308394095	9.02910626377381	54:37:46.4	9:1:44.8
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	101,2	2000	kW Nennleist. Rotor.	502495	6053740	5122005	12042007	in Betrieb	54146136705	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.631077186761196	9.03864974023755	54:37:51.9	9:2:19.1
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	104	2000	kW Nennleist. Rotor.	502819	6053988	5122005	15072009	in Betrieb	54146136705	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.6333042488808	9.043671170940842	54:37:59.9	9:2:37.2
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	105,5	2300	kW Nennleist. Rotor.	502074	6053780	5072010	1022011	in Betrieb	54146136705	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.631438571146816	9.032128365248331	54:37:53.2	9:1:55.7
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	99	2300	kW Nennleist. Rotor.	503102	6054094	9082011	20092012	in Betrieb	54146136705	0007	3012023	LLUR SH, Abtl. 7	aktiv		32	54.63425520691585	9.048056450459308	54:38:3.3	9:2:53.0
Nordfriesland	Vollstedt	Enercon E70/E4	Enercon	64	71	105,5/105,5	2300	kW Nennleist. Rotor.	501522	6053414	23082012	22072013	in Betrieb	54146136705	0011	3012023	LLUR SH, Abtl. 7	aktiv		32	54.628151305771915	9.023575423559299	54:37:41.3	9:1:24.9
Nordfriesland	Vollstedt	Enercon E70/E4	Enercon	64	71	105,5/105,5	2300	kW Nennleist. Rotor.	501401	6053010	23082012	23072013	in Betrieb	54146136705	0012	3012023	LLUR SH, Abtl. 7	aktiv		32	54.624520917158094	9.021699229570554	54:37:28.3	9:1:18.1
Nordfriesland	Vollstedt	Enercon E-126 EP3	Enercon	116	126	HZ /dB(A) 63/80,8  125/86,2  250/88,9  500/90,5  1000/90,0  2000/87,4  4000/78,6 LSP =96,1 dB(A)	4000	kW Nennleist. Rotor.	501978	6053868	24032022		vor Inbetriebnahme	54146136705	0015	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.63222980976709	9.030641822543336	54:37:56.0	9:1:50.3
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	105,5/97,9	2300	kW Nennleist. Rotor.	503534	6052791	12122016	8092017	in Betrieb	54146136707	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.622542343250174	9.054733304426955	54:37:21.2	9:3:17.0
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	105,5/100,4	2300	kW Nennleist. Rotor.	503767	6052908	12122016	8092017	in Betrieb	54146136707	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62359213499797	9.058343426016318	54:37:24.9	9:3:30.0
Nordfriesland	Vollstedt	Enercon E-66/18.70-3	Enercon	65	70	103	1800	kW Nennleist. Rotor.	503798	6053417	28072003	31032004	in Betrieb	54146334434	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62816627260791	9.058830154995764	54:37:41.4	9:3:31.8
Nordfriesland	Vollstedt	Enercon E-66/18.70-2	Enercon	65	70	103	1800	kW Nennleist. Rotor.	504126	6053258	27092000	16102002	in Betrieb	54146334434	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.626734769666015	9.063908556903826	54:37:36.2	9:3:50.1
Nordfriesland	Vollstedt	Enercon E-66/18.70-2	Enercon	65	70	103	1800	kW Nennleist. Rotor.	504019	6052897	28072003	31032004	in Betrieb	54146334434	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62349133501526	9.062246257322629	54:37:24.6	9:3:44.1
Nordfriesland	Vollstedt	Enercon E-70/ E4	Enercon	64	71	HZ /dB(A) 63/80,1 125/86,6  250/90,6 500/93,4 1000/94,2 2000/90,8 4000/82,8 LSP=99,0 dB(A)	2300	kW Nennleist. Rotor.	503754	6053430	24032022		vor Inbetriebnahme	54146334434	0007	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.62828343238158	9.058148772050554	54:37:41.8	9:3:29.3
Nordfriesland	Vollstedt	Enercon E-70/ E4	Enercon	64	71	HZ /dB(A) 63/83,8 125/90,4  250/94,3 500/97,2 1000/98,1 2000/94,7 4000/86,7 LSP=102,8 dB(A)	2300	kW Nennleist. Rotor.	504083	6053267	24032022		vor Inbetriebnahme	54146334434	0008	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.62681600205358	9.063242645996883	54:37:36.5	9:3:47.7
Nordfriesland	Vollstedt		Enercon	64	71	HZ /dB(A) 63/80,2 125/86,7  250/90,7 500/93,5 1000/94,3 2000/90,9 4000/82,9 LSP=99,1 dB(A)	2300	kW Nennleist. Rotor.	504057	6052923	24032022		vor Inbetriebnahme	54146334434	0009	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.62372469247512	9.062835160874815	54:37:25.4	9:3:46.2
Nordfriesland	Vollstedt	Enercon E-66/18.70	Enercon	65	70	102	1800	kW Nennleist. Rotor.	503585	6053710	25072003	31032004	in Betrieb	54146334435	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.63080101236786	9.055534422321795	54:37:50.9	9:3:19.9
Nordfriesland	Vollstedt	Enercon E-126 EP3 TES	Enercon	116	126	HZ /dB(A) 63/80,9  125/86,3  250/89,0  500/90,6  1000/90,1  2000/87,5  4000/78,7 LSP =96,2 dB(A)	4000	kW Nennleist. Rotor.	503582	6053733			im Gen.Verf.	54146334435	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.63100773391432	9.055488231391777	54:37:51.6	9:3:19.8
Nordfriesland	Vollstedt	Repower MD 70	REpower	65	70	100	1500	kW Nennleist. Rotor.	503849	6053899	30062003	30062003	in Betrieb	54146334436	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.632497604592245	9.059626468649835	54:37:57.0	9:3:34.7
Nordfriesland	Vollstedt	Repower MD 70	REpower	65	70	100	1500	kW Nennleist. Rotor.	504162	6053807	30062003	30062003	in Betrieb	54146334436	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.631668319722834	9.064473971473161	54:37:54.0	9:3:52.1
Nordfriesland	Vollstedt	Repower MD 70	REpower	65	70	100	1500	kW Nennleist. Rotor.	504461	6053729	25072003	25072003	in Betrieb	54146334437	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.630964782227174	9.069104619331556	54:37:51.5	9:4:8.8
Nordfriesland	Vollstedt	Repower MM 70	REpower	65	70	101	2000	kW Nennleist. Rotor.	503477	6053255	25072003	25072003	in Betrieb	54146334437	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62671269628248	9.053856017364255	54:37:36.2	9:3:13.9
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	104	2300	kW Nennleist. Rotor.	504040	6053551	25072006	2012009	in Betrieb	54146334439	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.6293686475899	9.062580526088707	54:37:45.7	9:3:45.3
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	104,0	2300	kW Nennleist. Rotor.	503931	6053116	25072006	2012009	in Betrieb	54146334439	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62546017563311	9.06088625346555	54:37:31.7	9:3:39.2
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	71	99,5	2300	kW Nennleist. Rotor.	503260	6053037	14122010	31102012	in Betrieb	54146334439	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62475498364465	9.050492431804857	54:37:29.1	9:3:1.8
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	99	2300	kW Nennleist. Rotor.	502341	6053976	9082011	14092012	in Betrieb	54146334439	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.633198848959054	9.03626603256269	54:37:59.5	9:2:10.6
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	70	99	2300	kW Nennleist. Rotor.	501616	6053678	9082011	10122013	in Betrieb	54146334439	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.630523574435905	9.025032918266989	54:37:49.9	9:1:30.1
Nordfriesland	Vollstedt	Enercon E-70/E4	Enercon	64	71	100,3	2300	kW Nennleist. Rotor.	502225	6053585	30052013	10122013	in Betrieb	54146334439	0006	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62968546883036	9.034466026325187	54:37:46.9	9:2:4.1
Nordfriesland	Vollstedt	Enercon E-70/E4 - 2,3 MW	Enercon	64	71	104,5 dB(A) / 98,5 dB(A)	2300	kW Nennleist. Rotor.	504318	6052686	9012014	22102014	in Betrieb	54146334442	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62159261387622	9.066874054855653	54:37:17.7	9:4:0.7
Nordfriesland	Vollstedt	Enercon E-70/E4 - 2,3 MW	Enercon	64	71	104,5 dB(A) / 104,5 dB(A)	2300	kW Nennleist. Rotor.	504376	6053219	30012014	22102014	in Betrieb	54146334442	0005	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62638217243562	9.067780278415626	54:37:35.0	9:4:4.0
Nordfriesland	Vollstedt	Enercon E-70/E4 - 2,3 MW	Enercon	64	71	104,5 dB(A) / 104,3 dB(A)	2300	kW Nennleist. Rotor.	504563	6053414	9012014	22102014	in Betrieb	54146334442	0008	3012023	LLUR SH, Abtl. 7	aktiv		32	54.62813297588172	9.070679774852639	54:37:41.3	9:4:14.4
Nordfriesland	Vollstedt	Enercon E-70/E4 - 2,3 MW	Enercon	64	71	104,5 dB(A) / 101,0 dB(A)	2300	kW Nennleist. Rotor.	504701	6053866	9012014	22102014	in Betrieb	54146334442	0009	3012023	LLUR SH, Abtl. 7	aktiv		32	54.63219381782341	9.072824616333964	54:37:55.9	9:4:22.2
Nordfriesland	Wester-Ohrstedt	REpower MD 70-1500 kW	REpower	65	70	103	1500	kW Nennleist. Rotor.	510944	6039141	21072003	21072003	in Betrieb	54152332747	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.49976304713152	9.168988313353577	54:29:59.1	9:10:8.4
Nordfriesland	Wester-Ohrstedt	REpower MD 70-1500 kW	REpower	65	70	103	1050	kW Nennleist. Rotor.	511165	6038942	21072003	21072003	in Betrieb	54152332747	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.497969791422996	9.1723932711738	54:29:52.7	9:10:20.6
Nordfriesland	Wester-Ohrstedt	REpower MD 70-1500 kW	REpower	65	70	100	1050	kW Nennleist. Rotor.	511203	6038480	21072003	21072003	in Betrieb	54152332747	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.49381689836668	9.172962476957055	54:29:37.7	9:10:22.7
Nordfriesland	Wester-Ohrstedt	WKA Senvion 3.4M114NES	Senvion	93	114	"HZ /dB(A) | 63/79,5 | 125/86,8 | 250/92,5 | 500/93,1 | 1000/91,1 | 2000/88,8 | 4000/80,7 | 8000/1 | SLP=98,2 dB(A)	"	3400	kW Nennleist. Rotor.	510937	6039090	3082022		vor Inbetriebnahme	54152332747	0005	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.49930485457394	9.168878335924344	54:29:57.5	9:10:8.0
Nordfriesland	Wester-Ohrstedt	WKA Senvion 3.4M114NES	Senvion	93	114	"HZ /dB(A) | 63/82,4 | 125/89,7 | 250/95,4 | 500/96,0 | 1000/94,0 | 2000/91,7 | 4000/83,6 | 8000/1 | SLP=101,1 dB(A)	"	3400	kW Nennleist. Rotor.	511204	6038880	3082022		vor Inbetriebnahme	54152332747	0006	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.49741172935198	9.172993094890845	54:29:50.7	9:10:22.8
Nordfriesland	Wester-Ohrstedt	WKA Senvion 3.4M114NES	Senvion	93	114	HZ /dB(A) | 63/83,0 | 125/90,3 | 250/96,0 | 500/96,6 | 1000/94,6 | 2000/92,3 | 4000/84,2 | SLP=101,7 dB(A)	3400	kW Nennleist. Rotor.	511209	6038540	3082022		vor Inbetriebnahme	54152332747	0007	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.49435599391491	9.17305738780917	54:29:39.7	9:10:23.0
Nordfriesland	Wester-Ohrstedt	REpower MM 82	REpower	59	82	100	2000	kW Nennleist. Rotor.	511209	6038207	11112004	28122004	in Betrieb	54152332753	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.491363277370844	9.173044747728483	54:29:28.9	9:10:23.0
Nordfriesland	Westre	WKA Siemens SWT DD-130	Siemens	115	130	Hz /dB(A)   63/84,1   125/87,2   250/90,4   500/93,7   1000/96,0   2000/96,2   4000/91,6   LSP=101,4dB(A)	4300	kW Nennleist. Rotor.	498443	6082792	14032019	11122020	in Betrieb	54154000003	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.89216475742855	8.97572496761999	54:53:31.8	8:58:32.6
Nordfriesland	Westre	WKA Siemens SWT 3.2-113	Siemens	92,5	113	Hz /dB(A)   63/86,1   125/90,1   250/90,8   500/92,5   1000/95,4   2000/95,8   4000/92,8   LSP=101,4dB(A)	3200	kW Nennleist. Rotor.	499487	6082246	14032019	15102020	in Betrieb	54154000003	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.887260243377135	8.992002839562886	54:53:14.1	8:59:31.2
Nordfriesland	Westre	WKA Siemens SWT 3.2-113	Siemens	92,5	113	Hz /dB(A)   63/86,1   125/90,1   250/90,8   500/92,5   1000/95,4   2000/95,8   4000/92,8   LSP=101,4dB(A)	3200	kW Nennleist. Rotor.	499918	6082108	14032019	23102020	in Betrieb	54154000003	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.886020350403506	8.998721740704314	54:53:9.7	8:59:55.4
Nordfriesland	Ellhöft	WKA Siemens SG6.6-155	Siemens	122,5	155		6600	kW Nennleist. Rotor.	498724	6082083			im Gen.Verf.	54154000003	0005	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.885794064163775	8.980109149612005	54:53:8.9	8:58:48.4
Nordfriesland	Westre	REpower 6 M, 6000 kW	REpower	100	126	105	6000	kW Nennleist. Rotor.	498597	6082432	31072006	1122008	in Betrieb	54154327078	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.88893004327115	8.978127718902009	54:53:20.1	8:58:41.3
Nordfriesland	Westre	REpower 6 M, 6000 kW	REpower	100	126	107	6000	kW Nennleist. Rotor.	499073	6082208	31072006	1122008	in Betrieb	54154327078	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.88691815679437	8.985549113185277	54:53:12.9	8:59:8.0
Nordfriesland	Westre	REpower 6 M, 6000 kW	REpower	100	126	107	6000	kW Nennleist. Rotor.	500215	6081841	31072006	1122008	in Betrieb	54154327078	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.88362089062546	9.00335133437421	54:53:1.0	9:0:12.1
Nordfriesland	Winnert	Senvion 3.6	Senvion	93	114	HZ /dB(A) | 63/84,2 | 125/91,2 | 250/95,6 | 500/97,0 | 1000/96,8 | 2000/97,1 | 4000/91,1 | 8000/81,2 | SLP=103,3 dB(A) gemessen	3600	kW Nennleist. Rotor.	513430	6032985	8052018	17092018	in Betrieb	54156000041	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.444378411444646	9.207095228368617	54:26:39.8	9:12:25.5
Nordfriesland	Winnert	Senvion 3.6	Senvion	93	114	"HZ /dB(A)   63/84,6   125/92,9   250/99,3   500/100,6   1000/98,7   2000/94,2   4000/87,4   	LSP=105,2 dB(A)
HZ /dB(A) | 63/86,0 | 125/91,5 | 250/95,8 | 500/97,9 | 1000/97,2 | 2000/98,7 | 4000/98,3 | 8000/87,0 | SLP=105,0 dB(A)	gemessen
"	3600	kW Nennleist. Rotor.	513795	6032981	8052018	21092018	in Betrieb	54156000041	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44433268552467	9.212723425436355	54:26:39.6	9:12:45.8
Nordfriesland	Winnert	HSW 1000/57	HSW	55	57	101	1000	kW Nennleist. Rotor.	512216	6032896	6112001	1112002	in Betrieb	54156000043	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44360918354291	9.188371376885943	54:26:37.0	9:11:18.1
Nordfriesland	Winnert	HSW 1000/57	HSW	55	57	101	1000	kW Nennleist. Rotor.	512151	6032612	6112001	23102002	in Betrieb	54156000044	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44105837555063	9.187357429358363	54:26:27.8	9:11:14.5
Nordfriesland	Winnert	Enercon E-58/10.58	Enercon	67	58	100,8	1000	kW Nennleist. Rotor.	512221	6033143	13062001	13062001	in Betrieb	54156151723	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44582890201993	9.188458668756617	54:26:45.0	9:11:18.5
Nordfriesland	Winnert	Enercon E-58/10.58	Enercon	67	58	100,8	1000	kW Nennleist. Rotor.	511968	6032915	13062001	13062001	in Betrieb	54156151723	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44378584135705	9.184547993484683	54:26:37.6	9:11:4.4
Nordfriesland	Winnert	Enercon E-58/10.58	Enercon	67	58	100,8	1000	kW Nennleist. Rotor.	511926	6032741	13062001	13062001	in Betrieb	54156151723	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.442223054873466	9.183893346369528	54:26:32.0	9:11:2.0
Nordfriesland	Winnert	Enercon E-70/ E4	Enercon	64	71	102	2000	kW Nennleist. Rotor.	512909	6033161	12042005	29032006	in Betrieb	54156326907	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.445973659471086	9.199068955050762	54:26:45.5	9:11:56.6
Nordfriesland	Winnert	Enercon E-70/E4 2,3 MW	Enercon	64	70	104,5	2300	kW Nennleist. Rotor.	513155	6033061	24012007	9122009	in Betrieb	54156326911	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.44506863134083	9.202858039046337	54:26:42.2	9:12:10.3
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/85,8 | 125/91,3 | 250/94,1 | 500/96,4 | 1000/98 | 2000/99 | 4000/95,1 | SLP=104,2 dB(A)	"	4200	kW Nennleist. Rotor.	514583	6038068	31032022		vor Inbetriebnahme	54159000003	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.49002829985806	9.225125364034799	54:29:24.1	9:13:30.5
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/85,8 | 125/91,3 | 250/94,1 | 500/96,4 | 1000/98 | 2000/99 | 4000/95,1 | SLP=104,2 dB(A)	"	4200	kW Nennleist. Rotor.	514671	6037351	31032022		vor Inbetriebnahme	54159000003	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.48358200010193	9.226448245418771	54:29:0.9	9:13:35.2
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/85,5 | 125/91 | 250/93,8 | 500/96,1 | 1000/97,7 | 2000/98,7 | 4000/94,8 | SLP=103,9 dB(A)	"	4200	kW Nennleist. Rotor.	514960	6037734	31032022		vor Inbetriebnahme	54159000003	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.48701562791798	9.230928341455014	54:29:13.3	9:13:51.3
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/83,9 | 125/89,3 | 250/91,9 | 500/94,2 | 1000/96,2 | 2000/97,7 | 4000/93,7 | SLP=102,5 dB(A)	"	4200	kW Nennleist. Rotor.	515433	6037843	31032022		vor Inbetriebnahme	54159000003	0004	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.48798105608664	9.238235378081187	54:29:16.7	9:14:17.6
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/88,3 | 125/94,2 | 250/97,3 | 500/99,8 | 1000/101,2 | 2000/101,8 | 4000/97,5 | SLP=107,2 dB(A)	"	4200	kW Nennleist. Rotor.	515934	6037802	25052022		vor Inbetriebnahme	54159000003	0005	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.487597098239846	9.245966900945016	54:29:15.3	9:14:45.5
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/88,8 | 125/94,7 | 250/97,8 | 500/100,3 | 1000/101,7 | 2000/102,3 | 4000/98 | SLP=107,7 dB(A)	"	4200	kW Nennleist. Rotor.	516395	6037753	31032022		vor Inbetriebnahme	54159000003	0006	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.487142043406195	9.253080381477313	54:29:13.7	9:15:11.1
Nordfriesland	Wittbek	Enercon E-138 EP3 E2	Enercon	80,8	138	"HZ /dB(A) | 63/85,8 | 125/91,3 | 250/94,1 | 500/96,4 | 1000/98 | 2000/99 | 4000/95,1 | SLP=104,2 dB(A)	"	4200	kW Nennleist. Rotor.	515944	6037397	31032022		vor Inbetriebnahme	54159000003	0007	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.483957006400736	9.246099407855768	54:29:2.2	9:14:46.0
Nordfriesland	Wittbek	Enercon E48	Enercon	55,6	48	103,5 dB(A) / 103,5 dB(A)	800	kW Nennleist. Rotor.	518735	6035714	13052015	9022016	in Betrieb	54159152747	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.468736368020565	9.289071921247958	54:28:7.5	9:17:20.7
Nordfriesland	Wittbek	Senvion 3.2M114	Senvion	98	104	"HZ /dB(A) | 63/86,3 | 125/93,4 | 250/97,5 | 500/100,1 | 1000/99,1 | 2000/97,2 | 4000/94,1 | 8000/1 | SLP=105,4 dB(A)	gemessen"	3400	kW Nennleist. Rotor.	511601	6036960	21042015	22102015	in Betrieb	54159333691	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.48014749541195	9.179047450803216	54:28:48.5	9:10:44.6
Nordfriesland	Wittbek	Senvion 3.4M104	Senvion	98	104	"HZ /dB(A) | 63/81,2 | 125/90,1 | 250/95,1 | 500/94,8 | 1000/95,1 | 2000/92,5 | 4000/84,0 | 8000/1 | SLP=101 dB(A)	 gemessen"	3400	kW Nennleist. Rotor.	511526	6036698	4112014	21092015	in Betrieb	54159333691	0002	3012023	LLUR SH, Abtl. 7	aktiv		32	54.47779456958924	9.177879704808355	54:28:40.1	9:10:40.4
Nordfriesland	Wittbek	Senvion 3.2M104	Senvion	93	114	"HZ /dB(A) | 63/84,8 | 125/91,9 | 250/96,3 | 500/97,1 | 1000/96,7 | 2000/100,1 | 4000/92,6 | 8000/1 | SLP=104,5 dB(A)	 gemessen"	3200	kW Nennleist. Rotor.	511889	6036817	4112014	13102015	in Betrieb	54159333691	0003	3012023	LLUR SH, Abtl. 7	aktiv		32	54.47885566776151	9.183486606073936	54:28:43.9	9:11:0.6
Nordfriesland	Wittbek	Senvion 3.2M114	Senvion	93	114	"HZ /dB(A) | 63/85,0 | 125/90,8 | 250/95,6 | 500/98,3 | 1000/97,5 | 2000/98,5 | 4000/90,6 | 8000/1 | SLP=104,1 dB(A)	 gemessen"	3200	kW Nennleist. Rotor.	512110	6036548	4112014	21102015	in Betrieb	54159333691	0004	3012023	LLUR SH, Abtl. 7	aktiv		32	54.47643289867254	9.186886326112422	54:28:35.2	9:11:12.8
Nordfriesland	Wittbek	Vestas V112	Vestas	94	112	"HZ /dB(A) | 63/87,1 | 125/93,0 | 250/98,2 | 500/100,9 | 1000/101,3 | 2000/98,4 | 4000/93,3 | 8000/1 | SLP=106,4 dB(A)	gemessen"	3300	kW Nennleist. Rotor.	511323	6037023	21042015	29122015	in Betrieb	54159333693	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.480719964672005	9.174759292156253	54:28:50.6	9:10:29.1
Nordfriesland	Wittbek	Vestas V112	Vestas	94	112	"HZ /dB(A) | 63/85,2 | 125/91,2 | 250/95,3 | 500/99,1 | 1000/99,3 | 2000/96,3 | 4000/92,2 | 8000/1 | SLP=104,4 dB(A)	gemessen"	3300	kW Nennleist. Rotor.	511183	6037482	21042015	29122015	in Betrieb	54159333694	0001	3012023	LLUR SH, Abtl. 7	aktiv		32	54.484848171721495	9.172615913406334	54:29:5.5	9:10:21.4
Nordfriesland	Galmsbüll	Enercon E-103 EP2	Enercon	85	103		2350	kW Nennleist. Rotor.	486634	6069029			im Gen.Verf.	54165000004	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.76830570861515	8.792248785787239	54:46:5.9	8:47:32.1
Nordfriesland	Galmsbüll	Nordex N133-4.8	Nordex	110	133,2	104,5	4800	kW Nennleist. Rotor.	486095	6068759			im Gen.Verf.	54165000005	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.76586466284375	8.78388396337279	54:45:57.1	8:47:2.0
Nordfriesland	Galmsbüll	Nordex N133-4.8	Nordex	110	133,2	104,5	4800	kW Nennleist. Rotor.	486293	6069064			im Gen.Verf.	54165000005	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.768611051209895	8.786946921967445	54:46:7.0	8:47:13.0
Nordfriesland	Galmsbüll	Nordex N133-4.8	Nordex	110	133,2	104,6	4800	kW Nennleist. Rotor.	486640	6069177			im Gen.Verf.	54165000005	0003	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.76963590081829	8.792335234216633	54:46:10.7	8:47:32.4
Nordfriesland	Galmsbüll	Nordex N 149-5.X	Nordex	104,7	149,1		5700	kW Nennleist. Rotor.	484169	6068545			im Gen.Verf.	54165000006	0001	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.76388449233067	8.753961398459781	54:45:50.0	8:45:14.3
Nordfriesland	Galmsbüll	Nordex N 149-5.X	Nordex	104,7	149,1		5700	kW Nennleist. Rotor.	484643	6068560			im Gen.Verf.	54165000006	0002	3012023	LLUR SH, Abtl. 7	inaktiv		32	54.76403400966105	8.761327237526261	54:45:50.5	8:45:40.8
