KREIS	Gemeinde	Anlage	Inbetriebnahme	Leistung	Nabenhöhe	Rotordurchmesser	Ostwert	Nordwert	Status
Schleswig-Flensburg	Wanderup	0008 - WKA 8 REpower 3.2 M 114/300724	2015	3200 kW Nennleist. Rotor.	93	114	32519197	6058525	in Betrieb
Schleswig-Flensburg	Wanderup	0009 - WKA 9 REpower 3.2 M 114/300721	2015	3200 kW Nennleist. Rotor.	93	114	32519104	6058979	in Betrieb
Schleswig-Flensburg	Wanderup	0013 - WKA 13 REpower 3.2 M 114 Nr 300720	2015	3200 kW Nennleist. Rotor.	93	114	32518819	6059260	in Betrieb
Schleswig-Flensburg	Wanderup	0010 - WKA 10 REpower 3.2 M 114 Nr 300723	2015	3200 kW Nennleist. Rotor.	93	114	32519184	6059376	in Betrieb
Schleswig-Flensburg	Wanderup	0011 - WKA 11 REpower 3.2 M 114/300722	2015	3200 kW Nennleist. Rotor.	93	114	32518938	6059783	in Betrieb
Schleswig-Flensburg	Wanderup	0006 - WKA 6 REpower 3.2 M 114 NR. 300725	2015	3200 kW Nennleist. Rotor.	93	114	32518640	6058040	in Betrieb
Schleswig-Flensburg	Wanderup	0012 - WKA 12 REpower 3.2 M 114/300726	2015	3200 kW Nennleist. Rotor.	93	114	32519344	6059733	in Betrieb
Schleswig-Flensburg	Weesby	0005 - WKA Typ Enercon E-101/1010505	2014	3000 kW Nennleist. Rotor.	99	101	32508499	6079169	in Betrieb
Schleswig-Flensburg	Weesby	0006 - WKA Typ Enercon E-101/1010506	2014	3000 kW Nennleist. Rotor.	99	101	32508565	6078877	in Betrieb
Schleswig-Flensburg	Weesby	0001 - WKA Repower 3.2 MW/300401	2013	3200 kW Nennleist. Rotor.	93	114	32509612	6078330	in Betrieb
Schleswig-Flensburg	Weesby	0002 - WKA Repower 3.2 MW/300402	2013	3200 kW Nennleist. Rotor.	93	114	32509812	6077810	in Betrieb
Schleswig-Flensburg	Weesby	0005 - WKA Typ REpower 3.4 M 104 300603	2014	3400 kW Nennleist. Rotor.	98	104	32511144	6079614	in Betrieb
Schleswig-Flensburg	Weesby	0001 - WKA Typ REpower 3.4 M 104 300598	2014	3400 kW Nennleist. Rotor.	98	104	32509924	6080069	in Betrieb
Schleswig-Flensburg	Weesby	0002 - WKA Typ REpower 3.4 M 104 SE16082B4	2014	3400 kW Nennleist. Rotor.	98	104	32510243	6079899	in Betrieb
Schleswig-Flensburg	Weesby	0003 - WKA Typ REpower 3.4 M 104 SE16082B5	2014	3400 kW Nennleist. Rotor.	98	104	32510596	6079808	in Betrieb
Schleswig-Flensburg	Weesby	0004 - WKA Typ REpower 3.4 M 104 300748	2014	3400 kW Nennleist. Rotor.	98	104	32510806	6079514	in Betrieb
Schleswig-Flensburg	Weesby	0006 - WKA Typ REpower 3.4 M 104 SEN300601	2014	3400 kW Nennleist. Rotor.	98	104	32511858	6079246	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA 1 Senvion 3.2M114/300866	2015	3200 kW Nennleist. Rotor.	93	114	32510822	6060497	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - WKA 2 Senvion 3.2M114	2015	3200 kW Nennleist. Rotor.	93	114	32511256	6060163	in Betrieb
Schleswig-Flensburg	Lindewitt	0004 - WKA 4 Senvion 3.2M114	2015	3200 kW Nennleist. Rotor.	93	114	32511542	6059972	in Betrieb
Schleswig-Flensburg	Lindewitt	0003 - WKA 3 Senvion 3.2M114	2015	3200 kW Nennleist. Rotor.	93	114	32511187	6059776	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA 5 Senvion 3.2M114/300863	2015	3200 kW Nennleist. Rotor.	93	114	32511696	6060279	in Betrieb
Schleswig-Flensburg	Lindewitt	0008 - WKA 8 Senvion 3.2M114/300862	2015	3200 kW Nennleist. Rotor.	93	114	32511922	6059885	in Betrieb
Schleswig-Flensburg	Lindewitt	0006 - WKA 6 Senvion 3.2M114/300934	2015	3200 kW Nennleist. Rotor.	93	114	32511303	6059448	in Betrieb
Schleswig-Flensburg	Lindewitt	0007 - WKA 7 Senvion 3.2M114/300868	2015	3200 kW Nennleist. Rotor.	93	114	32511651	6059646	in Betrieb
Schleswig-Flensburg	Lindewitt	0009 - WKA Typ Micon M 1500-600/150 kW	1995	600 kW Nennleist. Rotor.	50	43	32512744	6057425	in Betrieb
Schleswig-Flensburg	Lindewitt	0007 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512386	6057577	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512479	6058423	in Betrieb
Schleswig-Flensburg	Lindewitt	0004 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512221	6058005	in Betrieb
Schleswig-Flensburg	Lindewitt	0006 - WKA 6 Typ REpower 3.2M/300896	2015	3200 kW Nennleist. Rotor.	93	114	32513502	6056959	in Betrieb
Schleswig-Flensburg	Lindewitt	0008 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512578	6057497	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512787	6058583	in Betrieb
Schleswig-Flensburg	Lindewitt	0007 - WKA 7 Typ REpower 3.2M/300895	2015	3200 kW Nennleist. Rotor.	93	114	32514040	6057119	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - WKA 2 NORDEX N149 (STE)		5700 kW Nennleist. Rotor.	105	149	32509668	6062514	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0001 - WKA 1 NORDEX N133 (STE)		4800 kW Nennleist. Rotor.	110	133	32510073	6062980	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0003 - WKA 3 NORDEX N149 (STE)		5700 kW Nennleist. Rotor.	105	149	32510107	6062541	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0003 - WKA 3 - SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32508398	6060610	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0001 - WKA 1 - SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32507728	6060781	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0004 - WKA 4 - SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32508660	6060709	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0002 - WKA 2 - SWT 3.2-113		3200 kW Nennleist. Rotor.	92,5	113	32508045	6060682	im Gen.Verf.
Schleswig-Flensburg	Lindewitt	0002 - WKA Typ Enercon E-101/1011512	2017	3050 kW Nennleist. Rotor.	99	101	32515653	6058143	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Enercon E-101/1011511	2017	3050 kW Nennleist. Rotor.	99	101	32515245	6057772	in Betrieb
Schleswig-Flensburg	Lindewitt	0003 - WKA Typ Repower 3,2 M 114/ ZB 01/300389	2013	3200 kW Nennleist. Rotor.	93	114	32509763	6063090	in Betrieb
Schleswig-Flensburg	Lindewitt	0004 - WKA Typ Repower 3,2 M 114/ ZB 01/300390	2013	3200 kW Nennleist. Rotor.	93	114	32509235	6062563	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA Repower MM 92/ ZB 03/92544	2013	2000 kW Nennleist. Rotor.	80	82	32510293	6063198	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - WKA 2 Typ Enercon E-82/826490	2015	2300 kW Nennleist. Rotor.	108	82	32512640	6058051	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA 1 Typ Enercon E-82/826489	2015	2300 kW Nennleist. Rotor.	108	82	32512892	6058226	in Betrieb
Schleswig-Flensburg	Lindewitt	0003 - WKA 3 Typ Enercon E-82/826481	2015	2300 kW Nennleist. Rotor.	108	82	32512819	6057908	in Betrieb
Schleswig-Flensburg	Lindewitt	0004 - WKA 4 Typ REpower 3.2M/300894	2015	3200 kW Nennleist. Rotor.	93	114	32513125	6057568	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA 5 Typ REpower 3.2M/300893	2015	3200 kW Nennleist. Rotor.	93	114	32513678	6057519	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA Typ Micon M 1500-600/150 kW	1994	600 kW Nennleist. Rotor.	50	43	32512212	6057841	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Vestas V-47/660 kW	2001	660 kW Nennleist. Rotor.	65	47	32510882	6059973	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA Typ Vensys 112/149	2015	2500 kW Nennleist. Rotor.	93,5	112,5	32513370	6057960	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Vestas V-47/660 kW	2001	660 kW Nennleist. Rotor.	65	47	32510868	6060128	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - Rückbau!!! WKA Typ Vestas V-80 Nr. 14878	2005	2000 kW Nennleist. Rotor.	69	80	32510106	6063047	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - Rückbau!!! WKA Typ Vestas V-80 Nr. 14880	2002	2000 kW Nennleist. Rotor.	69	80	32509581	6062521	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - Rückbau!!! WKA Typ Vestas V-80 Nr. 14881	2002	2000 kW Nennleist. Rotor.	69	80	32509758	6062149	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - Rückbau!!! WKA Typ Vestas V-80 Nr.14877	2002	2000 kW Nennleist. Rotor.	69	80	32510174	6062398	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - Rückbau!!! WKA Typ Vestas V-80 Nr. 14879	2002	2000 kW Nennleist. Rotor.	69	80	32510159	6062691	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Enercon E-70/2,3 MW/781948	2008	2300 kW Nennleist. Rotor.	64	71	32515182	6058289	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Enercon E-70/2,3 MW/781949	2008	2300 kW Nennleist. Rotor.	64	71	32515192	6058120	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Typ Enercon E-70/2,3 MW/781950	2008	2300 kW Nennleist. Rotor.	64	71	32515368	6058237	in Betrieb
Schleswig-Flensburg	Lindewitt	0007 - WKA Enercon E-70/2,3 MW SN: 781941	2008	2300 kW Nennleist. Rotor.	64	71	32512302	6058822	in Betrieb
Schleswig-Flensburg	Lindewitt	0004 - WKA Enercon E-48/800 kW    SN: 481398	2008	800 kW Nennleist. Rotor.	76	48	32512379	6058218	in Betrieb
Schleswig-Flensburg	Lindewitt	0003 - WKA Enercon E-70/2,3 MW SN: 781944	2008	2300 kW Nennleist. Rotor.	64	71	32512653	6058297	in Betrieb
Schleswig-Flensburg	Lindewitt	0006 - WKA Enercon E-70/2,3 MW  SN: 781940	2008	2300 kW Nennleist. Rotor.	64	71	32512483	6058812	in Betrieb
Schleswig-Flensburg	Lindewitt	0009 - WKA Enercon E-70/2,3 MW SN: 781943	2007	2300 kW Nennleist. Rotor.	64	71	32512096	6058258	in Betrieb
Schleswig-Flensburg	Lindewitt	0008 - WKA Enercon E-70/2,3 MW SN: 781942	2008	2300 kW Nennleist. Rotor.	64	71	32512277	6058596	in Betrieb
Schleswig-Flensburg	Lindewitt	0002 - WKA Enercon E-70/2,3 MW SN: 781946	2008	2300 kW Nennleist. Rotor.	64	71	32512428	6057927	in Betrieb
Schleswig-Flensburg	Lindewitt	0005 - WKA Enercon E-70/2,3 MW SN: 781945	2008	2300 kW Nennleist. Rotor.	64	71	32512985	6058504	in Betrieb
Schleswig-Flensburg	Lindewitt	0001 - WKA Enercon E-70 /2,3 MW  SN: 781947	2008	2300 kW Nennleist. Rotor.	64	71	32512680	6057705	in Betrieb
Schleswig-Flensburg	Handewitt	0001 - WKA Typ Enercon E-82/826363	2015	2350 kW Nennleist. Rotor.	85	82	32518433	6065307	in Betrieb
Schleswig-Flensburg	Handewitt	0027 - WKA Typ Enercon E-82, SN 824496	2012	2300 kW Nennleist. Rotor.	108,3	82	32518498	6065750	in Betrieb
Schleswig-Flensburg	Handewitt	0024 - WKA Typ Enercon E-82, SN 824493	2012	2300 kW Nennleist. Rotor.	108,3	82	32518418	6065974	in Betrieb
Schleswig-Flensburg	Handewitt	0023 - WKA Typ Enercon E-82, SN 824492	2012	2300 kW Nennleist. Rotor.	108,3	82	32518184	6066048	in Betrieb
Schleswig-Flensburg	Handewitt	0019 - WKA Typ Enercon E-82, SN 824488	2012	2300 kW Nennleist. Rotor.	108,3	82	32518289	6066555	in Betrieb
Schleswig-Flensburg	Handewitt	0029 - WKA Typ Enercon E-82, SN 824498	2012	2300 kW Nennleist. Rotor.	108,3	82	32518216	6065571	in Betrieb
Schleswig-Flensburg	Handewitt	0030 - WKA Typ Enercon E-82, SN 824499	2012	2300 kW Nennleist. Rotor.	108,3	82	32518456	6065516	in Betrieb
Schleswig-Flensburg	Handewitt	0020 - WKA Typ Enercon E-82, SN 824489	2012	2300 kW Nennleist. Rotor.	108,3	82	32517982	6066388	in Betrieb
Schleswig-Flensburg	Handewitt	0021 - WKA Typ Enercon E-82, SN 824490	2012	2300 kW Nennleist. Rotor.	108,3	82	32518200	6066273	in Betrieb
Schleswig-Flensburg	Handewitt	0025 - WKA TypEnercon E-82, SN 824494	2012	2300 kW Nennleist. Rotor.	108,3	82	32517932	6065895	in Betrieb
Schleswig-Flensburg	Handewitt	0022 - WKA Typ Enercon E-82, SN 824491	2012	2300 kW Nennleist. Rotor.	108,3	82	32517968	6066155	in Betrieb
Schleswig-Flensburg	Handewitt	0026 - WKA Typ Enercon E-82, SN 824495	2012	2300 kW Nennleist. Rotor.	108,3	82	32518230	6065817	in Betrieb
Schleswig-Flensburg	Handewitt	0028 - WKA Typ Enercon E-82, SN 824497	2012	2300 kW Nennleist. Rotor.	108,3	82	32517990	6065667	in Betrieb
Schleswig-Flensburg	Handewitt	0004 - WKA 5 Typ Enercon E-138 EP3 E2		4200 kW Nennleist. Rotor.	131	138	32518071	6066885	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0001 - WKA 2 Typ Enercon E-138 EP3 E2 		4200 kW Nennleist. Rotor.	81	138	32518222	6067274	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0005 - WKA 6 Typ Enercon E-138 EP3 E2		4200 kW Nennleist. Rotor.	131	138	32518493	6066840	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0006 - WKA 7 Typ Enercon E-138 EP3 E2		4200 kW Nennleist. Rotor.	81	138	32518999	6066840	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0003 - WKA 4 Typ Enercon E-138 EP3 E2		4200 kW Nennleist. Rotor.	81	138	32519002	6067192	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0002 - WKA 3 Typ Enercon E-138 EP3 E2		4200 kW Nennleist. Rotor.	131	138	32518612	6067233	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0001 - WKA Typ REpower 6 M	2014	6150 kW Nennleist. Rotor.	117	126	32519854	6064464	in Betrieb
Schleswig-Flensburg	Handewitt	0002 - WKA Typ REpower 6 M	2014	6150 kW Nennleist. Rotor.	117	126	32519724	6063906	in Betrieb
Schleswig-Flensburg	Handewitt	0001 - WKA Typ Enercon E-53		800 kW Nennleist. Rotor.	53 	26,45	32520561	6063117	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0001 - WKA 1 Typ REpower 3.2 M	2014	3200 kW Nennleist. Rotor.	93	114	32519508	6064496	in Betrieb
Schleswig-Flensburg	Handewitt	0002 - WKA 2 Typ REpower 3.2 M	2014	3200 kW Nennleist. Rotor.	93	114	32519752	6064792	in Betrieb
Schleswig-Flensburg	Handewitt	0002 - WKA Senvion 3.4M114 NES		3400 kW Nennleist. Rotor.	93	114	32518387	6064360	im Gen.Verf.
Schleswig-Flensburg	Handewitt	0001 - WKA Senvion 3.2M - 114/300841	2015	3200 kW Nennleist. Rotor.	93	114	32520040	6064127	in Betrieb
Schleswig-Flensburg	Boren	0001 - WKA 1 AN Bonus 600-262-2	2000	600 kW Nennleist. Rotor.	50	41	32551851	6054790	in Betrieb
Schleswig-Flensburg	Boren	0002 - WKA 2 AN Bonus 600-263-1	2000	600 kW Nennleist. Rotor.	50	41	32552113	6054652	in Betrieb
Schleswig-Flensburg	Boren	0003 - WKA 3 Tacke 600 kW	2000	600 kW Nennleist. Rotor.	50	43	32552947	6055070	in Betrieb
Schleswig-Flensburg	Boren	0005 - WKA 5 AN Bonus 600-296-3	2000	600 kW Nennleist. Rotor.	50	41	32553326	6053854	in Betrieb
Schleswig-Flensburg	Boren	0004 - WKA 4 AN Bonus 600-291-1	2000	600 kW Nennleist. Rotor.	50	41	32553249	6053447	in Betrieb
Segeberg	Borstel	0002 - WEA2		1 kW elektr. Leistung	140	120	32551389	5981024	im Gen.Verf.
Segeberg	Borstel	0003 - WEA3		1 kW elektr. Leistung	140	120	32551577	5981455	im Gen.Verf.
Segeberg	Borstel	0001 - WEA1		1 kW elektr. Leistung	140	120	32551076	5981426	im Gen.Verf.
Segeberg	Borstel	0004 - WEA4		1 kW elektr. Leistung	140	120	32552084	5981499	im Gen.Verf.
Segeberg	Föhrden-Barl	0003 - WKA 3		3400 kW Nennleist. Rotor.	130	140	32550599	5974831	im Gen.Verf.
Segeberg	Föhrden-Barl	0002 - WKA 2		3400 kW Nennleist. Rotor.	110	140	32549665	5974201	im Gen.Verf.
Segeberg	Föhrden-Barl	0004 - WKA 4		3400 kW Nennleist. Rotor.	130	140	32550512	5974317	im Gen.Verf.
Segeberg	Föhrden-Barl	0001 - WKA 1		3400 kW Nennleist. Rotor.	130	140	32549964	5974617	im Gen.Verf.
Segeberg	Föhrden-Barl	0005 - WKA 5		3400 kW Nennleist. Rotor.	130	140	32550146	5973981	im Gen.Verf.
Segeberg	Geschendorf	0001 - WKA - Windkraftanlage	2001	1000 kW Nennleist. Rotor.	70	60	32593438	5975444	in Betrieb
Segeberg	Gönnebek	0001 - WKA 1		2400 kW Nennleist. Rotor.	91	117	32574136	5990548	im Gen.Verf.
Segeberg	Gönnebek	0003 - WKA 3		2400 kW Nennleist. Rotor.	91	117	32573828	5990101	im Gen.Verf.
Segeberg	Gönnebek	0004 - WKA 4		2400 kW Nennleist. Rotor.	91	117	32574331	5990076	im Gen.Verf.
Segeberg	Gönnebek	0005 - WKA 5		2400 kW Nennleist. Rotor.	91	117	32573898	5989752	im Gen.Verf.
Segeberg	Gönnebek	0006 - WKA 6		2400 kW Nennleist. Rotor.	91	117	32574081	5989386	im Gen.Verf.
Segeberg	Gönnebek	0002 - WKA 2		2400 kW Nennleist. Rotor.	91	117	32574563	5990516	im Gen.Verf.
Segeberg	Großenaspe	0001 - WKA 1		4200 kW Nennleist. Rotor.	82	136	32562046	5983437	im Gen.Verf.
Segeberg	Großenaspe	0003 - WKA 3		4200 kW Nennleist. Rotor.	82	136	32561980	5982822	im Gen.Verf.
Segeberg	Großenaspe	0002 - WKA 2		4200 kW Nennleist. Rotor.	82	136	32561775	5983033	im Gen.Verf.
Segeberg	Großenaspe	0005 - WKA 21		2400 kW Nennleist. Rotor.	91	117	32561679	5981269	im Gen.Verf.
Segeberg	Großenaspe	0007 - WKA 23		2400 kW Nennleist. Rotor.	91	117	32562008	5980589	im Gen.Verf.
Segeberg	Großenaspe	0002 - WKA 18		2400 kW Nennleist. Rotor.	91	117	32561342	5981773	im Gen.Verf.
Segeberg	Großenaspe	0003 - WKA 20		2400 kW Nennleist. Rotor.	91	117	32561160	5981272	im Gen.Verf.
Segeberg	Großenaspe	0006 - WKA 22		2400 kW Nennleist. Rotor.	91	117	32561942	5980928	im Gen.Verf.
Segeberg	Großenaspe	0004 - WKA 19		2400 kW Nennleist. Rotor.	91	117	32561728	5981715	im Gen.Verf.
Segeberg	Großenaspe	0001 - WKA 17		2400 kW Nennleist. Rotor.	91	117	32560925	5981752	im Gen.Verf.
Segeberg	Groß Niendorf	0002 - WKA 2 GE 3.8-130	2018	3830 kW Nennleist. Rotor.	110	130	32583496	5966682	in Betrieb
Segeberg	Groß Niendorf	0001 - WKA 1 GE 3.8-130	2018	3830 kW Nennleist. Rotor.	110	130	32583264	5966931	in Betrieb
Segeberg	Hasenkrug	0025 - WKA 13	2013	2300 kW Nennleist. Rotor.	108	82	32557352	5984148	in Betrieb
Segeberg	Hasenkrug	0014 - WKA 2	2014	2300 kW Nennleist. Rotor.	108	82	32556741	5984936	in Betrieb
Segeberg	Hasenkrug	0027 - WKA 15	2013	2300 kW Nennleist. Rotor.	108	82	32557161	5983766	in Betrieb
Segeberg	Hasenkrug	0021 - WKA 9	2014	2300 kW Nennleist. Rotor.	108	82	32556746	5983976	in Betrieb
Segeberg	Hasenkrug	0023 - WKA 11	2013	2300 kW Nennleist. Rotor.	108	82	32557267	5984428	in Betrieb
Segeberg	Hasenkrug	0024 - WKA 12	2013	2300 kW Nennleist. Rotor.	108	82	32557068	5984007	in Betrieb
Segeberg	Hasenkrug	0013 - WKA 1	2014	2300 kW Nennleist. Rotor.	108	82	32556486	5984718	in Betrieb
Segeberg	Hasenkrug	0026 - WKA 14	2013	2300 kW Nennleist. Rotor.	108	82	32557557	5984455	in Betrieb
Segeberg	Hasenkrug	0020 - WKA 8	2014	2300 kW Nennleist. Rotor.	108	82	32556602	5983743	in Betrieb
Segeberg	Hasenkrug	0019 - WKA 7	2014	2300 kW Nennleist. Rotor.	108	82	32556299	5983577	in Betrieb
Segeberg	Hasenkrug	0016 - WKA 4	2014	2300 kW Nennleist. Rotor.	108	82	32556435	5984063	in Betrieb
Segeberg	Hasenkrug	0017 - WKA 5	2014	2300 kW Nennleist. Rotor.	108	82	32556675	5984326	in Betrieb
Segeberg	Hasenmoor	0006 - WKA6 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32568152	5970909	im Gen.Verf.
Segeberg	Hasenmoor	0007 - WKA7 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32568573	5970758	im Gen.Verf.
Segeberg	Hasenmoor	0002 - WKA2 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32567362	5971491	im Gen.Verf.
Segeberg	Hasenmoor	0003 - WKA3 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32567946	5971529	im Gen.Verf.
Segeberg	Hasenmoor	0004 - WKA4 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32568200	5971298	im Gen.Verf.
Segeberg	Hasenmoor	0001 - WKA1 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	92,5	115,71	32566881	5971606	im Gen.Verf.
Segeberg	Hasenmoor	0005 - WKA5 Enercon E-115 3000 kW		3000 kW Nennleist. Rotor.	135	115,71	32566535	5971097	im Gen.Verf.
Segeberg	Heidmühlen	0003 - WEA 3		4500 kW Leistung	125	149	32573519	5980828	im Gen.Verf.
Segeberg	Heidmühlen	0002 - WEA 2		4500 kW Leistung	125	149	32573146	5981020	im Gen.Verf.
Segeberg	Heidmühlen	0001 - WEA 1		4500 kW Leistung	164	149	32573501	5981180	im Gen.Verf.
Segeberg	Lentföhrden	0001 - WKA 1		4200 kW Nennleist. Rotor.	130	140	32555337	5971523	im Gen.Verf.
Segeberg	Lentföhrden	0003 - WKA 3		4200 kW Nennleist. Rotor.	130	140	32556069	5971263	im Gen.Verf.
Segeberg	Lentföhrden	0002 - WKA 2		4200 kW Nennleist. Rotor.	130	140	32555962	5971639	im Gen.Verf.
Segeberg	Lentföhrden	0004 - WKA 4		4200 kW Nennleist. Rotor.	130	140	32556426	5971464	im Gen.Verf.
Segeberg	Lentföhrden	0005 - WKA 5		4200 kW Nennleist. Rotor.	130	140	32555863	5972044	im Gen.Verf.
Segeberg	Neuengörs	0010 - WKA 10	2017	3400 kW Nennleist. Rotor.	93	114	32592621	5974021	in Betrieb
Segeberg	Neuengörs	0007 - WKA 7	2017	3400 kW Nennleist. Rotor.	93	114	32591041	5974640	in Betrieb
Segeberg	Neuengörs	0011 - WKA 11	2017	3400 kW Nennleist. Rotor.	93	114	32592566	5973575	in Betrieb
Segeberg	Neuengörs	0012 - WKA 12	2017	3400 kW Nennleist. Rotor.	93	114	32592208	5973331	in Betrieb
Segeberg	Neuengörs	0008 - WKA 8	2017	3400 kW Nennleist. Rotor.	93	114	32591454	5975011	in Betrieb
Segeberg	Neuengörs	0009 - WKA 9	2016	3400 kW Nennleist. Rotor.	93	114	32592116	5974627	in Betrieb
Segeberg	Neuengörs	0005 - WKA 5	2001	1500 kW Nennleist. Rotor.	65	70	32591753	5974445	in Betrieb
Segeberg	Neuengörs	0002 - WKA 2	2001	1500 kW Nennleist. Rotor.	65	70	32592287	5974024	in Betrieb
Segeberg	Neuengörs	0001 - WKA 1	2001	1500 kW Nennleist. Rotor.	65	70	32592118	5973718	in Betrieb
Segeberg	Neuengörs	0006 - WKA 6	2001	1500 kW Nennleist. Rotor.	65	70	32591483	5974653	in Betrieb
Segeberg	Neuengörs	0003 - WKA 3	2001	1500 kW Nennleist. Rotor.	65	70	32592445	5974324	in Betrieb
Segeberg	Neuengörs	0004 - WKA 4	2001	1500 kW Nennleist. Rotor.	65	70	32592020	5974236	in Betrieb
Segeberg	Nützen	0002 - WKA 2		4200 kW Nennleist. Rotor.	125	150	32558299	5967598	im Gen.Verf.
Segeberg	Nützen	0001 - WKA 01		4200 kW Nennleist. Rotor.	125	150	32557956	5967814	im Gen.Verf.
Segeberg	Pronstorf	0018 - WKA18 Enercon E-101 3050 kW	2015	3000 kW Nennleist. Rotor.	99	101	32601244	5977464	in Betrieb
Segeberg	Pronstorf	0017 - WKA17 Enercon E-101 3050 kW	2015	3000 kW Nennleist. Rotor.	99	101	32601367	5977806	in Betrieb
Segeberg	Pronstorf	0016 - WKA16 Enercon E-101 3050 kW	2015	3000 kW Nennleist. Rotor.	99	101	32601457	5978141	in Betrieb
Segeberg	Pronstorf	0015 - WKA15 Enercon E-101 3050 kW	2016	3000 kW Nennleist. Rotor.	99	101	32601535	5976529	in Betrieb
Segeberg	Pronstorf	0020 - WKA20 Enercon E-101 3050 kW	2016	3000 kW Nennleist. Rotor.	99	101	32601272	5976734	in Betrieb
Segeberg	Pronstorf	0019 - WKA19 Enercon E-101 3050 kW	2016	3000 kW Nennleist. Rotor.	99	101	32601166	5977110	in Betrieb
Segeberg	Schmalensee	0002 - WKA 2		4200 kW Nennleist. Rotor.	123	150	32584315	5991421	im Gen.Verf.
Segeberg	Schmalensee	0001 - WKA 1		4200 kW Nennleist. Rotor.	105	136	32584115	5991099	im Gen.Verf.
Segeberg	Stocksee	0014 - WKA 5 (alt WKA 14)	2017	3000 kW Nennleist. Rotor.	135,4	115,7	32584686	5992299	in Betrieb
Segeberg	Stocksee	0012 - WKA 2 (alt WKA 12)	2017	3000 kW Nennleist. Rotor.	135,4	115,7	32585022	5992517	in Betrieb
Segeberg	Wiemersdorf	0007 - WKA 7	2005	2000 kW Nennleist. Rotor.	90	77	32561527	5979764	in Betrieb
Segeberg	Wiemersdorf	0001 - WKA 1	2001	1800 kW Nennleist. Rotor.	64,8	70	32561154	5978165	in Betrieb
Segeberg	Wiemersdorf	0002 - WKA 2	2001	1800 kW Nennleist. Rotor.	64,8	70	32561131	5978487	in Betrieb
Segeberg	Wiemersdorf	0006 - WKA 6	2001	1800 kW Nennleist. Rotor.	64,8	70	32561679	5979986	in Betrieb
Segeberg	Wiemersdorf	0019 - WKA neu R11		3000 kW Nennleist. Rotor.	134	131	32561763	5979893	im Gen.Verf.
